"subID","block","trial","response","rt","objrewardstim","facerewardstim","scenerewardstim","trialtype","feedback","obj1stim","obj2stim","face1stim","face2stim","scene1stim","scene2stim","RewardCat","choice","HH","HL","LH","LL","NH","NL","subid","Gender","ExactAge","AgeGroup"
"MotER_501","Test","23","2","992","1","2","1","face1obj1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","16","1","2286","1","2","1","scene1obj2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","24","1","2915","1","2","1","obj1face2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","9","2","1022","1","2","1","face2scene1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","1","2","646","1","2","1","obj2obj1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","obj1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","20","1","1541","1","2","1","scene2obj2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","10","1","1315","1","2","1","scene2face1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","6","1","1870","1","2","1","scene1face1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","7","2","1099","1","2","1","face1scene1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","21","2","1198","1","2","1","obj2scene2","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene2","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
"MotER_501","Test","17","2","590","1","2","1","obj2scene1","None","mooncard.png","jupitercard.png","womancard2.png","mancard.png","indoorcard2.png","outdoorcard2.png","scene","scene1","scene1","scene2","face2","face1","obj1","obj2",501,1,21.43561644,1
